team_1,team_2,venue,pitch_type,weather,toss_winner,toss_decision_bat,team1_avg_runs_last5,team2_avg_runs_last5,team1_avg_wickets_taken_last5,team2_avg_wickets_taken_last5,team1_win_percentage_last10,team2_win_percentage_last10,team1_key_player_form,team2_key_player_form,Format,team1_win
India,South Africa,Chennai,Bowling,Cloudy,1,0,163.0,196.0,8,4,72,39,77.0,71.0,T20,0
Afghanistan,Australia,Johannesburg,Balanced,Cloudy,1,0,179.0,189.0,8,9,66,38,92.0,20.0,T20,1
India,West Indies,Johannesburg,Balanced,Cloudy,2,0,176.0,169.0,4,8,71,31,57.0,32.0,T20,1
Bangladesh,Sri Lanka,Sydney,Batting,Humid,2,1,177.0,157.0,5,9,52,51,20.0,77.0,ODI,1
Bangladesh,West Indies,Mumbai,Balanced,Cloudy,2,0,187.0,164.0,8,6,81,38,52.0,62.0,T20,1
England,South Africa,London,Bowling,Humid,2,1,170.0,142.0,7,7,68,37,46.0,48.0,ODI,1
Australia,New Zealand,Dubai,Batting,Cloudy,1,1,155.0,166.0,4,6,33,37,61.0,20.0,ODI,1
England,West Indies,Mumbai,Balanced,Clear,2,0,173.0,156.0,8,6,87,52,81.0,37.0,ODI,1
Bangladesh,Australia,Kolkata,Balanced,Humid,1,1,169.0,180.0,5,6,39,88,85.0,70.0,T20,0
West Indies,India,Delhi,Balanced,Clear,2,0,197.0,171.0,5,4,85,49,48.0,68.0,T20,1
India,Bangladesh,Melbourne,Batting,Cloudy,1,0,180.0,173.0,4,6,50,69,72.0,22.0,T20,1
West Indies,Australia,Bengaluru,Balanced,Rainy,2,1,178.0,177.0,4,8,43,79,20.0,47.0,T20,0
New Zealand,Sri Lanka,Melbourne,Batting,Cloudy,2,0,189.0,180.0,9,4,74,43,88.0,53.0,T20,1
England,New Zealand,Delhi,Balanced,Clear,2,0,149.0,169.0,8,8,77,76,67.0,59.0,T20,0
England,South Africa,Delhi,Balanced,Clear,1,0,190.0,149.0,4,6,81,37,20.0,93.0,ODI,1
Bangladesh,Afghanistan,Johannesburg,Bowling,Cloudy,1,1,144.0,180.0,5,8,84,61,98.0,57.0,ODI,1
Bangladesh,India,London,Batting,Humid,2,1,147.0,179.0,7,4,31,76,58.0,44.0,ODI,0
West Indies,Afghanistan,Sydney,Balanced,Rainy,1,0,160.0,146.0,6,7,38,59,51.0,23.0,ODI,1
Sri Lanka,India,Johannesburg,Bowling,Rainy,1,0,176.0,151.0,4,4,78,50,49.0,57.0,ODI,1
Sri Lanka,West Indies,Bengaluru,Balanced,Cloudy,2,0,155.0,164.0,4,6,43,70,82.0,22.0,ODI,0
Pakistan,South Africa,Melbourne,Bowling,Rainy,1,1,196.0,149.0,4,9,57,89,80.0,81.0,T20,1
Australia,New Zealand,Melbourne,Batting,Clear,2,0,177.0,191.0,8,6,82,75,34.0,29.0,T20,0
South Africa,Australia,Sydney,Batting,Humid,1,0,151.0,192.0,4,7,33,65,64.0,27.0,T20,0
England,New Zealand,Dubai,Batting,Rainy,2,1,140.0,157.0,4,5,88,55,35.0,93.0,ODI,0
New Zealand,Bangladesh,Johannesburg,Balanced,Rainy,1,1,157.0,175.0,6,7,65,44,85.0,48.0,ODI,1
New Zealand,Australia,Bengaluru,Batting,Cloudy,1,1,167.0,196.0,8,5,72,50,50.0,26.0,T20,1
Bangladesh,Sri Lanka,Kolkata,Batting,Rainy,2,1,182.0,183.0,5,6,47,86,21.0,46.0,T20,0
India,Bangladesh,Bengaluru,Batting,Clear,2,1,160.0,174.0,4,7,71,58,98.0,92.0,ODI,0
Sri Lanka,New Zealand,Kolkata,Batting,Rainy,2,1,184.0,184.0,9,8,56,89,48.0,46.0,T20,0
Sri Lanka,Bangladesh,Bengaluru,Batting,Humid,2,0,197.0,142.0,4,5,49,89,80.0,44.0,ODI,1
Sri Lanka,West Indies,Melbourne,Batting,Rainy,2,1,170.0,157.0,6,6,44,44,75.0,27.0,ODI,1
Bangladesh,South Africa,Kolkata,Batting,Cloudy,1,0,172.0,192.0,8,4,82,89,56.0,72.0,T20,0
South Africa,New Zealand,London,Batting,Cloudy,1,0,180.0,150.0,8,6,35,69,49.0,73.0,ODI,0
England,Pakistan,Mumbai,Bowling,Cloudy,1,0,184.0,142.0,4,4,41,46,70.0,51.0,ODI,1
England,West Indies,Dubai,Balanced,Humid,2,0,162.0,193.0,9,4,35,70,91.0,99.0,T20,0
Afghanistan,West Indies,Melbourne,Bowling,Humid,2,0,153.0,145.0,4,5,70,63,77.0,30.0,ODI,1
India,Bangladesh,Bengaluru,Batting,Cloudy,1,1,179.0,151.0,7,8,85,76,25.0,43.0,ODI,1
England,West Indies,Melbourne,Bowling,Cloudy,1,0,154.0,161.0,6,5,43,40,35.0,26.0,ODI,0
Pakistan,New Zealand,Sydney,Bowling,Clear,1,1,198.0,190.0,8,6,87,82,21.0,41.0,T20,1
Pakistan,England,Sydney,Bowling,Humid,1,0,186.0,199.0,9,4,55,67,46.0,62.0,T20,0
New Zealand,Australia,Mumbai,Batting,Rainy,2,1,156.0,165.0,7,7,51,84,20.0,22.0,ODI,0
New Zealand,India,Delhi,Balanced,Humid,1,1,171.0,159.0,7,5,66,39,60.0,56.0,ODI,1
West Indies,Pakistan,Johannesburg,Bowling,Humid,1,0,176.0,141.0,4,6,64,70,61.0,49.0,ODI,1
Australia,India,Melbourne,Bowling,Rainy,2,1,168.0,154.0,7,7,79,33,45.0,45.0,ODI,1
England,Afghanistan,Johannesburg,Balanced,Clear,2,0,195.0,147.0,9,4,71,36,75.0,22.0,T20,1
India,Pakistan,Delhi,Bowling,Cloudy,2,1,175.0,148.0,5,9,79,51,70.0,77.0,ODI,1
Australia,New Zealand,Dubai,Balanced,Humid,1,0,186.0,194.0,5,8,30,87,20.0,31.0,T20,0
South Africa,West Indies,Melbourne,Batting,Cloudy,2,1,192.0,141.0,6,5,48,53,43.0,22.0,ODI,1
South Africa,Bangladesh,Dubai,Balanced,Clear,1,0,185.0,184.0,6,7,33,31,20.0,38.0,T20,1
Bangladesh,England,Johannesburg,Batting,Clear,2,0,177.0,187.0,5,6,45,74,38.0,43.0,T20,0
India,England,Chennai,Balanced,Clear,1,0,178.0,156.0,4,8,59,68,64.0,69.0,ODI,1
England,New Zealand,Bengaluru,Balanced,Rainy,2,0,177.0,195.0,5,5,35,67,33.0,32.0,T20,0
Sri Lanka,West Indies,Delhi,Batting,Humid,2,1,173.0,174.0,8,6,73,45,40.0,47.0,T20,1
Bangladesh,England,London,Bowling,Humid,2,0,177.0,166.0,8,7,73,47,48.0,24.0,T20,1
India,South Africa,London,Batting,Rainy,2,0,183.0,180.0,8,5,73,53,20.0,67.0,T20,1
New Zealand,Bangladesh,London,Batting,Cloudy,2,1,195.0,169.0,9,9,66,40,73.0,56.0,T20,1
Bangladesh,England,Bengaluru,Bowling,Humid,2,0,192.0,168.0,8,8,50,48,84.0,81.0,T20,1
Australia,Sri Lanka,Mumbai,Balanced,Humid,2,1,191.0,184.0,8,9,36,79,91.0,22.0,T20,0
West Indies,Afghanistan,Kolkata,Balanced,Rainy,2,0,197.0,143.0,9,8,66,74,83.0,45.0,ODI,1
Sri Lanka,England,Johannesburg,Balanced,Clear,1,0,170.0,198.0,7,8,54,74,61.0,69.0,T20,0
England,West Indies,Dubai,Balanced,Rainy,1,1,155.0,192.0,5,7,41,72,92.0,71.0,T20,0
Australia,West Indies,Delhi,Balanced,Clear,1,0,174.0,154.0,7,6,49,34,59.0,87.0,ODI,1
New Zealand,Australia,Johannesburg,Balanced,Humid,1,1,164.0,169.0,5,9,43,86,63.0,88.0,T20,0
Pakistan,India,Johannesburg,Bowling,Humid,1,0,193.0,160.0,6,9,72,46,93.0,57.0,T20,1
West Indies,Pakistan,Sydney,Bowling,Humid,1,0,161.0,154.0,9,7,59,44,23.0,57.0,ODI,1
West Indies,Afghanistan,London,Batting,Cloudy,2,1,194.0,173.0,5,5,62,63,34.0,50.0,T20,1
Pakistan,Australia,Sydney,Balanced,Humid,1,0,163.0,147.0,5,5,35,75,86.0,39.0,ODI,0
Bangladesh,England,Melbourne,Bowling,Rainy,1,0,153.0,152.0,5,7,37,53,76.0,65.0,ODI,0
West Indies,Bangladesh,Kolkata,Batting,Clear,2,0,177.0,149.0,8,6,35,60,93.0,21.0,ODI,1
Afghanistan,Australia,London,Bowling,Clear,2,1,194.0,191.0,8,9,58,50,34.0,40.0,T20,1
South Africa,Pakistan,London,Batting,Clear,1,1,170.0,146.0,8,9,68,61,58.0,21.0,ODI,1
South Africa,Bangladesh,Mumbai,Bowling,Cloudy,2,1,168.0,173.0,6,6,84,30,24.0,97.0,T20,1
West Indies,Pakistan,Dubai,Balanced,Clear,1,0,189.0,168.0,7,4,58,63,20.0,86.0,T20,1
West Indies,Sri Lanka,Melbourne,Balanced,Rainy,1,1,182.0,154.0,4,5,88,62,30.0,75.0,ODI,1
India,Pakistan,Melbourne,Batting,Rainy,1,0,143.0,186.0,5,8,44,59,25.0,22.0,ODI,0
Pakistan,South Africa,Mumbai,Batting,Humid,2,0,199.0,150.0,7,7,74,85,48.0,68.0,T20,1
Afghanistan,Sri Lanka,Kolkata,Bowling,Clear,1,1,157.0,169.0,6,8,31,66,98.0,94.0,ODI,0
England,West Indies,Melbourne,Bowling,Cloudy,1,1,191.0,144.0,4,9,60,31,78.0,86.0,ODI,1
New Zealand,Australia,Dubai,Balanced,Humid,2,1,157.0,196.0,9,4,49,61,63.0,74.0,T20,0
Sri Lanka,England,Chennai,Balanced,Humid,2,0,193.0,197.0,6,4,30,38,57.0,30.0,T20,0
South Africa,Australia,Delhi,Batting,Cloudy,2,0,197.0,177.0,7,4,30,61,52.0,96.0,T20,0
West Indies,England,Bengaluru,Batting,Cloudy,1,0,196.0,169.0,7,6,58,34,98.0,26.0,T20,1
Afghanistan,South Africa,London,Balanced,Rainy,2,0,184.0,168.0,9,5,58,70,79.0,38.0,T20,1
Afghanistan,Sri Lanka,Bengaluru,Balanced,Rainy,1,0,158.0,169.0,8,7,44,53,77.0,27.0,ODI,1
West Indies,South Africa,Melbourne,Balanced,Humid,2,1,162.0,176.0,7,7,80,73,52.0,44.0,ODI,0
Afghanistan,England,Bengaluru,Batting,Rainy,2,1,184.0,163.0,6,8,37,71,77.0,80.0,T20,0
India,South Africa,Bengaluru,Bowling,Clear,1,1,170.0,166.0,8,8,77,63,76.0,21.0,ODI,1
England,Australia,Melbourne,Batting,Cloudy,1,0,177.0,187.0,4,7,44,57,41.0,52.0,T20,0
England,Sri Lanka,Dubai,Bowling,Humid,1,0,178.0,192.0,7,5,36,41,77.0,85.0,T20,0
South Africa,England,Melbourne,Bowling,Clear,2,1,178.0,142.0,5,8,83,36,49.0,33.0,ODI,1
Bangladesh,England,Kolkata,Bowling,Cloudy,2,0,167.0,148.0,9,8,75,83,91.0,28.0,ODI,1
South Africa,New Zealand,Dubai,Balanced,Cloudy,1,0,191.0,171.0,6,8,51,34,78.0,25.0,T20,1
Bangladesh,New Zealand,Melbourne,Bowling,Cloudy,1,0,183.0,181.0,6,6,40,70,85.0,87.0,T20,0
South Africa,Pakistan,Delhi,Bowling,Rainy,1,0,185.0,198.0,6,6,88,31,24.0,39.0,T20,1
West Indies,Pakistan,Bengaluru,Batting,Rainy,1,0,140.0,179.0,5,6,72,79,25.0,22.0,ODI,0
India,New Zealand,Bengaluru,Balanced,Clear,1,1,166.0,143.0,4,4,62,81,47.0,37.0,ODI,1
Sri Lanka,England,Mumbai,Bowling,Humid,2,1,170.0,180.0,5,8,63,41,92.0,63.0,T20,1
Bangladesh,Afghanistan,Chennai,Bowling,Rainy,1,1,170.0,192.0,6,5,47,56,56.0,20.0,T20,1
Australia,Bangladesh,Sydney,Bowling,Clear,1,1,142.0,167.0,5,4,60,80,62.0,42.0,ODI,0
West Indies,Sri Lanka,Delhi,Balanced,Humid,1,0,172.0,180.0,7,8,55,73,57.0,22.0,T20,0
West Indies,Pakistan,Dubai,Batting,Humid,2,1,169.0,180.0,6,6,80,61,60.0,95.0,T20,0
Pakistan,Sri Lanka,Mumbai,Balanced,Humid,1,0,157.0,179.0,5,9,47,86,77.0,32.0,ODI,0
Sri Lanka,Afghanistan,Dubai,Bowling,Clear,2,0,154.0,154.0,8,6,88,55,24.0,79.0,ODI,1
New Zealand,Bangladesh,Dubai,Balanced,Clear,1,0,194.0,189.0,5,9,87,79,34.0,44.0,T20,1
South Africa,Bangladesh,London,Balanced,Humid,2,0,179.0,199.0,9,6,68,56,38.0,40.0,T20,0
New Zealand,West Indies,Johannesburg,Batting,Humid,2,0,154.0,175.0,6,8,40,37,99.0,67.0,ODI,0
New Zealand,South Africa,Dubai,Batting,Cloudy,2,1,158.0,198.0,9,6,39,76,43.0,86.0,T20,0
India,Sri Lanka,Johannesburg,Balanced,Cloudy,1,1,199.0,142.0,9,6,35,45,49.0,65.0,T20,1
Sri Lanka,Afghanistan,Melbourne,Batting,Cloudy,2,0,187.0,184.0,7,8,52,32,20.0,87.0,T20,1
Sri Lanka,England,Dubai,Batting,Rainy,2,0,198.0,147.0,6,5,89,68,33.0,38.0,T20,1
Pakistan,England,Bengaluru,Batting,Rainy,1,1,196.0,175.0,6,4,30,70,53.0,37.0,T20,1
Bangladesh,South Africa,Mumbai,Batting,Clear,1,1,164.0,153.0,4,4,36,33,75.0,82.0,ODI,1
India,Australia,Melbourne,Bowling,Clear,1,1,172.0,147.0,7,6,78,80,55.0,83.0,ODI,1
Afghanistan,West Indies,Mumbai,Balanced,Rainy,1,0,174.0,182.0,6,4,64,51,67.0,65.0,T20,1
Afghanistan,India,Chennai,Balanced,Cloudy,2,1,166.0,186.0,6,4,42,61,95.0,72.0,T20,0
Afghanistan,West Indies,Bengaluru,Balanced,Rainy,1,1,151.0,181.0,4,9,65,62,72.0,30.0,ODI,0
Bangladesh,Pakistan,Johannesburg,Balanced,Cloudy,1,0,170.0,170.0,8,4,64,78,20.0,22.0,ODI,0
Bangladesh,India,Delhi,Bowling,Clear,2,0,144.0,187.0,9,5,52,37,90.0,85.0,ODI,0
England,Afghanistan,Melbourne,Bowling,Humid,2,1,193.0,194.0,8,5,70,39,43.0,31.0,T20,1
South Africa,England,Bengaluru,Balanced,Humid,2,1,154.0,150.0,5,4,34,40,53.0,66.0,ODI,0
Bangladesh,England,Bengaluru,Balanced,Rainy,2,1,143.0,140.0,6,8,73,85,42.0,82.0,ODI,0
Bangladesh,Australia,Bengaluru,Bowling,Clear,1,0,154.0,155.0,5,6,68,74,88.0,31.0,ODI,1
Australia,New Zealand,London,Batting,Clear,1,0,142.0,164.0,6,7,57,63,50.0,39.0,ODI,0
Australia,South Africa,Delhi,Balanced,Clear,2,0,147.0,185.0,5,7,50,78,23.0,48.0,ODI,0
West Indies,Sri Lanka,Sydney,Batting,Clear,1,0,162.0,183.0,9,7,78,59,57.0,55.0,T20,0
Pakistan,Sri Lanka,Delhi,Balanced,Cloudy,2,0,174.0,168.0,9,6,86,35,58.0,63.0,T20,1
Afghanistan,South Africa,Johannesburg,Balanced,Humid,1,0,165.0,159.0,9,9,89,69,21.0,57.0,ODI,1
Pakistan,New Zealand,Dubai,Balanced,Rainy,1,1,160.0,188.0,8,9,54,54,28.0,88.0,T20,0
India,Sri Lanka,Delhi,Balanced,Clear,1,1,140.0,148.0,9,5,47,51,33.0,26.0,ODI,1
Bangladesh,Sri Lanka,Sydney,Batting,Cloudy,2,0,166.0,188.0,5,7,46,70,20.0,22.0,T20,0
South Africa,Pakistan,Kolkata,Bowling,Cloudy,2,1,149.0,186.0,6,8,37,41,76.0,62.0,ODI,0
Australia,West Indies,Johannesburg,Bowling,Cloudy,2,1,179.0,141.0,6,6,79,54,43.0,75.0,ODI,1
England,South Africa,Dubai,Balanced,Clear,2,1,181.0,185.0,8,4,87,45,61.0,37.0,T20,1
Australia,South Africa,Chennai,Balanced,Humid,1,1,186.0,179.0,7,8,76,81,96.0,37.0,T20,1
Australia,India,Mumbai,Batting,Rainy,2,0,167.0,164.0,4,5,38,66,66.0,84.0,ODI,0
New Zealand,South Africa,Chennai,Bowling,Cloudy,2,0,144.0,171.0,7,9,52,47,82.0,29.0,ODI,0
South Africa,New Zealand,Dubai,Batting,Humid,1,0,191.0,143.0,8,8,30,84,60.0,22.0,ODI,1
South Africa,Afghanistan,Delhi,Bowling,Cloudy,1,1,196.0,164.0,9,6,83,53,46.0,79.0,T20,1
West Indies,Sri Lanka,Kolkata,Batting,Humid,2,0,147.0,143.0,8,8,43,49,32.0,35.0,ODI,0
England,Afghanistan,Dubai,Bowling,Clear,2,1,164.0,194.0,6,5,79,45,20.0,78.0,T20,0
West Indies,Pakistan,Bengaluru,Balanced,Clear,1,0,198.0,168.0,8,5,81,50,69.0,37.0,T20,1
India,England,Melbourne,Batting,Rainy,1,1,182.0,189.0,6,6,50,56,80.0,86.0,T20,0
West Indies,Australia,Melbourne,Balanced,Humid,2,1,154.0,166.0,8,8,56,62,79.0,36.0,ODI,0
England,South Africa,Sydney,Batting,Clear,1,1,149.0,153.0,4,5,35,66,80.0,98.0,ODI,0
England,New Zealand,Dubai,Batting,Clear,1,0,191.0,157.0,7,4,44,81,74.0,37.0,T20,1
Pakistan,Australia,Melbourne,Batting,Rainy,2,1,162.0,156.0,8,5,41,56,92.0,94.0,ODI,0
Australia,West Indies,Sydney,Batting,Clear,2,0,174.0,194.0,9,6,71,72,87.0,30.0,T20,0
Afghanistan,Australia,Melbourne,Bowling,Rainy,2,1,185.0,169.0,7,9,42,43,32.0,56.0,T20,0
India,England,Melbourne,Batting,Humid,1,1,145.0,170.0,9,8,53,62,74.0,55.0,ODI,0
Afghanistan,Australia,Mumbai,Batting,Rainy,2,0,186.0,189.0,6,5,47,83,31.0,69.0,T20,0
Sri Lanka,Australia,Sydney,Bowling,Cloudy,2,1,182.0,164.0,4,4,55,87,42.0,37.0,T20,0
Afghanistan,Sri Lanka,Delhi,Balanced,Humid,1,1,168.0,177.0,6,5,60,50,26.0,87.0,T20,0
Afghanistan,India,Sydney,Batting,Clear,1,1,194.0,145.0,9,9,81,58,87.0,82.0,ODI,1
India,Afghanistan,Kolkata,Bowling,Humid,1,0,195.0,160.0,6,7,57,46,64.0,95.0,T20,1
Bangladesh,South Africa,Mumbai,Balanced,Humid,1,1,168.0,143.0,4,7,67,53,75.0,51.0,ODI,1
South Africa,India,Johannesburg,Balanced,Rainy,2,0,162.0,169.0,6,8,56,73,22.0,51.0,ODI,0
Australia,India,Melbourne,Batting,Clear,1,0,147.0,166.0,6,7,55,81,52.0,87.0,ODI,0
Pakistan,India,Melbourne,Batting,Humid,1,0,198.0,163.0,5,8,38,69,36.0,51.0,T20,1
Bangladesh,Afghanistan,Kolkata,Batting,Rainy,2,0,192.0,195.0,8,8,82,42,22.0,93.0,T20,1
Pakistan,New Zealand,Melbourne,Batting,Cloudy,2,0,150.0,153.0,7,4,48,34,70.0,73.0,ODI,1
Sri Lanka,Afghanistan,Sydney,Bowling,Clear,1,0,180.0,198.0,7,5,41,38,59.0,96.0,T20,0
Australia,England,Melbourne,Balanced,Humid,1,1,175.0,151.0,5,8,87,75,30.0,56.0,ODI,1
Pakistan,Bangladesh,London,Bowling,Cloudy,1,1,192.0,173.0,9,5,43,69,61.0,71.0,T20,1
Australia,Sri Lanka,Dubai,Balanced,Cloudy,1,0,148.0,180.0,7,9,32,62,65.0,74.0,ODI,0
Australia,England,Johannesburg,Balanced,Humid,1,0,158.0,164.0,5,6,40,52,20.0,26.0,ODI,0
Pakistan,Australia,Johannesburg,Bowling,Rainy,1,1,165.0,169.0,9,8,49,34,21.0,81.0,T20,0
Afghanistan,England,Mumbai,Balanced,Rainy,1,1,153.0,141.0,9,9,77,82,80.0,60.0,ODI,1
Afghanistan,South Africa,Sydney,Batting,Cloudy,2,0,179.0,169.0,4,5,44,70,94.0,32.0,ODI,1
West Indies,New Zealand,Bengaluru,Bowling,Cloudy,1,0,157.0,195.0,4,4,70,40,91.0,63.0,T20,0
Sri Lanka,West Indies,Chennai,Batting,Clear,2,0,153.0,184.0,6,5,39,87,24.0,93.0,ODI,0
South Africa,India,London,Batting,Rainy,1,0,153.0,170.0,9,7,65,40,97.0,22.0,ODI,1
New Zealand,South Africa,London,Balanced,Rainy,1,1,158.0,188.0,8,8,47,35,20.0,55.0,T20,1
Australia,Pakistan,Bengaluru,Balanced,Cloudy,2,1,149.0,160.0,4,8,55,73,87.0,43.0,ODI,0
Afghanistan,Australia,Johannesburg,Batting,Clear,2,0,140.0,198.0,4,5,83,61,59.0,54.0,ODI,0
Pakistan,England,London,Batting,Rainy,1,1,151.0,170.0,5,4,42,66,76.0,59.0,ODI,0
Sri Lanka,Australia,Johannesburg,Bowling,Clear,2,1,159.0,195.0,7,9,44,71,78.0,22.0,T20,0
Afghanistan,Pakistan,Melbourne,Bowling,Clear,1,1,180.0,169.0,9,5,68,86,57.0,33.0,T20,1
Australia,West Indies,Melbourne,Balanced,Humid,1,1,170.0,159.0,4,8,87,75,39.0,47.0,ODI,1
Bangladesh,England,Johannesburg,Batting,Cloudy,2,1,165.0,191.0,5,4,65,63,74.0,22.0,T20,0
New Zealand,Bangladesh,Chennai,Bowling,Cloudy,2,0,150.0,156.0,4,8,66,67,44.0,64.0,ODI,0
West Indies,New Zealand,Johannesburg,Batting,Cloudy,2,0,192.0,175.0,6,9,68,53,97.0,98.0,T20,1
South Africa,England,Melbourne,Bowling,Humid,1,0,161.0,199.0,9,8,35,50,20.0,46.0,T20,0
England,Bangladesh,Sydney,Bowling,Humid,2,1,190.0,156.0,9,4,38,32,63.0,40.0,T20,1
West Indies,Sri Lanka,Dubai,Batting,Rainy,2,1,149.0,192.0,7,4,70,76,35.0,79.0,T20,0
Afghanistan,Sri Lanka,Johannesburg,Batting,Humid,1,0,145.0,196.0,4,7,61,58,65.0,45.0,T20,0
Australia,Bangladesh,Sydney,Bowling,Cloudy,2,1,141.0,146.0,6,9,81,84,20.0,25.0,ODI,1
New Zealand,Sri Lanka,Kolkata,Balanced,Clear,1,1,157.0,191.0,7,9,78,86,34.0,65.0,T20,0
South Africa,Australia,Melbourne,Batting,Rainy,1,1,166.0,183.0,4,9,59,78,51.0,89.0,T20,0
England,Pakistan,Melbourne,Bowling,Cloudy,2,1,167.0,155.0,7,6,65,77,92.0,73.0,ODI,1
Bangladesh,India,Johannesburg,Balanced,Cloudy,2,1,147.0,167.0,4,6,72,59,23.0,79.0,ODI,0
West Indies,Australia,Mumbai,Batting,Cloudy,2,1,164.0,196.0,5,8,62,36,28.0,64.0,T20,0
Pakistan,India,Kolkata,Batting,Clear,1,0,191.0,149.0,8,4,68,85,42.0,54.0,ODI,1
Sri Lanka,England,Chennai,Bowling,Clear,1,0,170.0,177.0,5,8,30,37,98.0,26.0,ODI,0
West Indies,Afghanistan,London,Bowling,Clear,2,1,179.0,197.0,4,6,46,54,44.0,89.0,T20,0
Sri Lanka,Australia,London,Bowling,Rainy,1,1,155.0,152.0,5,9,76,59,82.0,55.0,ODI,1
New Zealand,India,Kolkata,Bowling,Clear,2,1,196.0,155.0,8,4,87,61,79.0,36.0,T20,1
Bangladesh,Australia,Sydney,Bowling,Cloudy,1,1,185.0,153.0,4,5,56,65,76.0,23.0,ODI,1
South Africa,India,Kolkata,Bowling,Clear,2,0,150.0,175.0,9,7,83,80,67.0,57.0,ODI,0
Afghanistan,South Africa,Dubai,Balanced,Clear,2,1,190.0,152.0,7,9,64,44,48.0,77.0,T20,1
West Indies,Bangladesh,London,Bowling,Clear,2,1,178.0,187.0,5,5,49,79,71.0,36.0,T20,0
West Indies,South Africa,Johannesburg,Balanced,Clear,2,0,154.0,141.0,5,7,81,86,60.0,88.0,ODI,1
Australia,India,Sydney,Bowling,Cloudy,2,0,199.0,149.0,4,6,58,35,34.0,87.0,T20,1
Sri Lanka,England,Bengaluru,Balanced,Humid,2,0,179.0,164.0,8,7,76,83,93.0,38.0,T20,1
India,Bangladesh,Delhi,Balanced,Clear,1,0,176.0,196.0,6,7,69,54,77.0,70.0,T20,0
Afghanistan,Sri Lanka,Johannesburg,Balanced,Cloudy,2,1,188.0,198.0,6,5,48,53,99.0,63.0,T20,0
India,West Indies,Kolkata,Batting,Clear,2,0,198.0,181.0,8,9,75,64,68.0,77.0,T20,1
Australia,India,Sydney,Balanced,Clear,1,0,144.0,166.0,6,4,89,79,97.0,96.0,ODI,0
South Africa,West Indies,Melbourne,Bowling,Cloudy,1,1,176.0,140.0,7,7,41,73,30.0,96.0,ODI,1
Bangladesh,England,Delhi,Bowling,Cloudy,2,0,199.0,167.0,8,4,86,35,62.0,78.0,T20,1
England,West Indies,Melbourne,Bowling,Clear,1,1,174.0,179.0,8,6,71,48,65.0,45.0,T20,1
South Africa,England,Bengaluru,Balanced,Cloudy,1,1,170.0,145.0,8,6,34,52,45.0,80.0,ODI,1
West Indies,Bangladesh,London,Balanced,Clear,1,0,187.0,152.0,7,7,52,40,86.0,87.0,ODI,1
Sri Lanka,Pakistan,Mumbai,Balanced,Humid,2,1,170.0,188.0,6,9,66,86,63.0,63.0,ODI,0
Australia,West Indies,Melbourne,Balanced,Humid,1,1,186.0,197.0,4,9,47,73,92.0,67.0,T20,0
Pakistan,Bangladesh,Dubai,Bowling,Cloudy,2,0,158.0,174.0,9,4,77,52,72.0,51.0,ODI,1
Pakistan,Sri Lanka,Kolkata,Balanced,Humid,1,0,196.0,155.0,5,4,70,58,20.0,53.0,T20,1
Australia,South Africa,London,Batting,Cloudy,1,0,181.0,168.0,9,8,41,62,44.0,22.0,T20,0
Afghanistan,West Indies,Mumbai,Bowling,Rainy,2,1,183.0,168.0,7,4,35,83,41.0,74.0,T20,0
West Indies,Bangladesh,Bengaluru,Batting,Clear,1,0,160.0,177.0,6,4,47,64,60.0,70.0,ODI,0
England,West Indies,Sydney,Balanced,Clear,1,1,193.0,185.0,5,5,64,73,31.0,83.0,T20,0
India,Bangladesh,Chennai,Batting,Cloudy,1,0,170.0,184.0,4,4,40,54,32.0,24.0,T20,0
Afghanistan,South Africa,London,Balanced,Rainy,1,1,191.0,173.0,7,7,69,75,74.0,76.0,T20,1
New Zealand,England,Sydney,Batting,Rainy,1,1,154.0,152.0,7,7,57,82,62.0,53.0,ODI,0
Sri Lanka,Pakistan,Bengaluru,Balanced,Rainy,2,0,164.0,144.0,7,6,40,46,94.0,85.0,ODI,1
Pakistan,England,Sydney,Balanced,Humid,1,1,168.0,166.0,4,8,81,71,74.0,82.0,ODI,1
New Zealand,Sri Lanka,Sydney,Bowling,Rainy,2,0,167.0,175.0,9,7,52,68,73.0,32.0,T20,0
Bangladesh,Australia,Johannesburg,Bowling,Clear,1,0,172.0,153.0,7,9,56,82,20.0,82.0,ODI,0
West Indies,Pakistan,Mumbai,Balanced,Clear,2,1,162.0,156.0,9,5,69,72,44.0,82.0,ODI,0
Sri Lanka,Australia,Sydney,Balanced,Cloudy,1,1,145.0,170.0,7,9,49,56,70.0,96.0,ODI,0
India,New Zealand,Mumbai,Bowling,Rainy,1,1,140.0,169.0,5,5,47,59,47.0,52.0,ODI,0
Afghanistan,Pakistan,Dubai,Balanced,Rainy,1,0,165.0,165.0,4,4,46,70,79.0,90.0,ODI,0
Sri Lanka,India,Bengaluru,Batting,Clear,2,0,197.0,161.0,8,9,50,56,66.0,43.0,T20,1
Pakistan,Afghanistan,London,Balanced,Clear,2,0,160.0,168.0,8,9,72,70,63.0,77.0,ODI,0
Pakistan,Afghanistan,Melbourne,Bowling,Clear,2,1,146.0,198.0,6,7,36,88,32.0,92.0,T20,0
India,Australia,Bengaluru,Balanced,Clear,1,0,160.0,156.0,6,6,78,85,39.0,39.0,ODI,0
South Africa,England,Melbourne,Batting,Clear,1,0,196.0,180.0,4,7,38,51,94.0,56.0,T20,1
